Time,V
2.2910E-06,1.7973331034E-02
2.2920E-06,1.7970887721E-02
2.2930E-06,1.7947781622E-02
2.2940E-06,1.7977407515E-02
2.2950E-06,1.7940543234E-02
2.2960E-06,1.7959911883E-02
2.2970E-06,1.7949711859E-02
2.2980E-06,1.7921467364E-02
2.2990E-06,1.7912903845E-02
2.3000E-06,1.7899196208E-02
2.3010E-06,1.7917789996E-02
2.3020E-06,1.7893768370E-02
2.3030E-06,1.7870814860E-02
2.3040E-06,1.7867747843E-02
2.3050E-06,1.7851258337E-02
2.3060E-06,1.7829575598E-02
2.3070E-06,1.7823507845E-02
2.3080E-06,1.7794385493E-02
2.3090E-06,1.7807819903E-02
2.3100E-06,1.7765842497E-02
2.3110E-06,1.7761486113E-02
2.3120E-06,1.7772461474E-02
2.3130E-06,1.7753889620E-02
2.3140E-06,1.7767326891E-02
2.3150E-06,1.7772513926E-02
2.3160E-06,1.7754891455E-02
2.3170E-06,1.7754067957E-02
2.3180E-06,1.7707410395E-02
2.3190E-06,1.7693946421E-02
2.3200E-06,1.7711115897E-02
2.3210E-06,1.7684266627E-02
2.3220E-06,1.7687111437E-02
2.3230E-06,1.7664139807E-02
2.3240E-06,1.7670939505E-02
2.3250E-06,1.7628463328E-02
2.3260E-06,1.7654604971E-02
2.3270E-06,1.7632029593E-02
2.3280E-06,1.7615134776E-02
2.3290E-06,1.7624151289E-02
2.3300E-06,1.7584327281E-02
2.3310E-06,1.7584070742E-02
2.3320E-06,1.7561227381E-02
2.3330E-06,1.7553605616E-02
2.3340E-06,1.7562655985E-02
2.3350E-06,1.7523328364E-02
2.3360E-06,1.7519770205E-02
2.3370E-06,1.7514165461E-02
2.3380E-06,1.7493570864E-02
2.3390E-06,1.7479880393E-02
2.3400E-06,1.7492382586E-02
2.3410E-06,1.7478097022E-02
2.3420E-06,1.7466410697E-02
2.3430E-06,1.7441008151E-02
2.3440E-06,1.7444012702E-02
2.3450E-06,1.7441818774E-02
2.3460E-06,1.7436399043E-02
2.3470E-06,1.7429012835E-02
2.3480E-06,1.7415128291E-02
2.3490E-06,1.7398381770E-02
2.3500E-06,1.7360137999E-02
2.3510E-06,1.7378129065E-02
2.3520E-06,1.7367340147E-02
2.3530E-06,1.7361081183E-02
2.3540E-06,1.7317654192E-02
2.3550E-06,1.7310907900E-02
2.3560E-06,1.7275768816E-02
2.3570E-06,1.7298424780E-02
2.3580E-06,1.7285033762E-02
2.3590E-06,1.7275466502E-02
2.3600E-06,1.7280689299E-02
2.3610E-06,1.7259539187E-02
2.3620E-06,1.7252287447E-02
2.3630E-06,1.7259133399E-02
2.3640E-06,1.7235867083E-02
2.3650E-06,1.7228856623E-02
2.3660E-06,1.7222958624E-02
2.3670E-06,1.7229759276E-02
2.3680E-06,1.7179749548E-02
2.3690E-06,1.7175791323E-02
2.3700E-06,1.7205466807E-02
2.3710E-06,1.7133712828E-02
2.3720E-06,1.7171013415E-02
2.3730E-06,1.7158809721E-02
2.3740E-06,1.7150132239E-02
2.3750E-06,1.7111395419E-02
2.3760E-06,1.7117631495E-02
2.3770E-06,1.7111023009E-02
2.3780E-06,1.7101415694E-02
2.3790E-06,1.7101089060E-02
2.3800E-06,1.7067897379E-02
2.3810E-06,1.7087775290E-02
2.3820E-06,1.7054793417E-02
2.3830E-06,1.7062080443E-02
2.3840E-06,1.7030523837E-02
2.3850E-06,1.7037260592E-02
2.3860E-06,1.7019037783E-02
2.3870E-06,1.6995303214E-02
2.3880E-06,1.7017065585E-02
2.3890E-06,1.7026045859E-02
2.3900E-06,1.6994428217E-02
2.3910E-06,1.6981902659E-02
2.3920E-06,1.6974095881E-02
2.3930E-06,1.6996165812E-02
2.3940E-06,1.6944709361E-02
2.3950E-06,1.6947066844E-02
2.3960E-06,1.6954335749E-02
2.3970E-06,1.6943157732E-02
2.3980E-06,1.6940537035E-02
2.3990E-06,1.6934849322E-02
2.4000E-06,1.6916963160E-02
2.4010E-06,1.6908222735E-02
2.4020E-06,1.6911789477E-02
2.4030E-06,1.6879449904E-02
2.4040E-06,1.6879983008E-02
2.4050E-06,1.6865320742E-02
2.4060E-06,1.6856495917E-02
2.4070E-06,1.6851142466E-02
2.4080E-06,1.6838618338E-02
2.4090E-06,1.6852406561E-02
